texto,clase
"América termina segundo. América de Quito cayó 1-2 ante Fuerza Amarilla como visitante, en la última fecha del torneo de la B. Este marcador no le alcanzó para alzarse con el título. No obstante, es uno de los cuatro equipos que asciende a la serie A para la próxima temporada. El equipo 'cebollita', que fue fundado en 1939 en un barrio América, regresa al fútbol de la A después de 30 años de ausencia. América tiene su propia historia. En 1969 y 1970 alcanzó títulos nacionales y representó al país en la Copa Libertadores. Su vicecampeanato de la B lo alcanzó la semana pasada tras golear al Liga de Portoviejo, 4-0, en el estadio Atahualpa. Con 74 puntos clasifica después del Muschuc Runa, que obtuvo el campeonato de la B.",real
"Con ocho votos afirmativos, la Comisión de Salud del Legislativo aprobó el informe para segundo debate del proyecto de Código de la Salud, la mañana de este jueves 20 de diciembre del 2018. El documento trae temas como la reproducción humana asistida, testamento vital, violencia obstétrica, atención en caso de todo tipo de abortos, que llegan como emergencia obstétrica y uso terapéutico de cannabis y derivados, entre otros. Por alrededor de seis años, el Legislativo ha discutido en torno al Código de la Salud. En mayo del 2017 se realizó el primer debate, en el Pleno. La ministra del ramo, Verónica Espinosa, ha reiterado que es necesario que el país actualice su legislación en este campo. Sobre la reproducción humana asistida, en el informe se señala que las técnicas podrán realizarse en el país cumpliendo regulaciones determinadas por la Autoridad Sanitaria Nacional y los principios bioéticos universales. Se autoriza a los establecimientos que cuenten con habilitación específica y protocolos. Las contraprestaciones económicas o compensaciones a cambio de donación de gametos, embriones o subrogación de vientre quedan prohibidas. En el país nunca antes se ha regulado la reproducción asistida, se conoce de acuerdos económicos entre los futuros padres y mujeres que alquilan sus vientres. En cuanto a las emergencias obstétricas se especifica que abarca los abortos de cualquier tipo y por cualquier causa aparente y todas las patologías que comprendan los problemas materno fetales. Se prohíbe a los establecimientos prestadores de salud y a los profesionales a negar la atención emergente, y deberán respetar la confidencialidad, privacidad, secreto profesional y derechos de las mujeres. También se habla de la atención a las enfermedades catastróficas y raras. La Autoridad regulará y organizará su atención en el sistema nacional, mediante normas y procedimientos basados en evidencia científica y que sean pertinentes. La Autoridad Sanitaria nacional es la entidad rectora de la atención integral del cáncer y regulará y articulará la red especializada de atención integral oncológica. Sobre las células madre, la entidad a cargo de la donación controlará el uso de células madre adultas, provenientes de la sangre, sangre periférica y cordón umbilical del recién nacido, médula ósea, etc. En cuanto a la maternidad se dice que el Estado debe proveer las condiciones y mecanismos para que la mujer pueda amamantar a su hijo durante los seis meses de vida. Y que se le permita contar con licencia por maternidad extendida, en caso de parto de neonatos prematuros, desde el momento del nacimiento hasta que el niño haya cumplido las 38 semanas de edad gestacional corregida, después de transcurrido este período iniciará la licencia por maternidad regular. Entre las novedades se propone la creación de la Comisión Nacional de Bioética en Salud, como parte de la Autoridad Sanitaria Nacional, para identificar, conocer y estudiar aspectos bioéticos, asesorar y emitir recomendaciones para todos los miembros del sistema. En torno a la lactancia materna se dice que los profesionales de la salud deberán hacer recomendaciones a la madre, para que alimente a su hijo con esta leche, explicándole los beneficios en temas de nutrición, inmunitarios y psicoafectivos. Asambleístas como Sebastián Palacios, de SUMA, apuntaron que votar a favor del informe no significa aprobar todos los puntos que trae. Solo intentan que los temas sean discutidos en un espacio más amplio: el Pleno.",real
"Negocios Club Visita presentará su producto ""Full Vacation"" Un sistema creado para ser en nexo directo entre los hoteles y los potenciales huéspedes para diferentes destinos. Por Bernardo Polo, gerente general de Club Visita. ACR Este sistema ecuatoriano ofrece paquetes de hospedaje de diversos hoteles nacionales e internacionales ""Full Vacation"" es el nombre del nuevo producto que presentará la empresa privada Club Visita, sistema que ofrece paquetes de hospedaje de diversos hoteles nacionales e internacionales. Este producto ""Full Vacation"" está diseñado para un mercado masivo, cuesta 350 dólares el año y por lanzamiento en la Aplicación (app) de Club Visita por el aniversario 20 de esta compañía, ofrece dos años por uno, la persona paga 350 dólares para dos años, cada año le costaría 175 dólares o 14 mensuales. Para difundir esta promoción, que implica viajes, el gerente general de Club Visita, Bernardo Polo, ha establecido convenios con algunos medios de comunicación nacionales previo a lanzar este producto especial. Oportunamente se detallará el contenido del producto ""Full Vacation"". Compañía Todo este sistema turístico inició en 1999 como una compañía limitada que desarrolló sitios y portales web. Esta compañía es la dueña de Club Visita, producto turístico del cual nació ecuaventura.com, portal de turismo ecuatoriano. La compañía se dedicó durante seis años a desarrollar plataformas web ""para cerca de mil empresas que gestionábamos, incluso empresas del ámbito internacional"". En 2006 se volvieron un portal de turismo, dejaron de hacer web para toda la gente y se concretaron solo en turismo, entonces surgió Club de Viajes, basada en darle a las personas, con un costo anual, la posibilidad de viajar a un precio bajo, dice Polo. ""Entonces, en el camino lanzamos el proyecto y fue muy duro porque al principio pretendimos hacer un facebook del turismo y eso no funcionó; luego, nuestros pocos clientes nos pedían algo especial y como hacíamos las web para los hoteles descubrimos que había desocupación hotelera y entramos al mundo del turismo, porque entendimos el funcionamiento de la hotelería"". Clientes Club Visita actualmente tiene 87 mil clientes a nivel nacional, asegura Bernardo Polo y señala que son una empresa que en 2017 cerró con 4.2 millones de ventas y a los hoteleros les hicieron facturar 32 millones de dólares, es decir, colaboran en el Producto Interno Bruto (PIB) en materia de turismo, pues es un sistema ""productor de turismo en lo que hospedaje de hoteles de primera categoría se refiere"". Polo destaca que los paquetes que su sistema ofrece permiten ahorrar a los usuarios; además les genera ganancia a los dueños de los hoteles. Club Visita es un sistema que se puede usar a través de la página web o app para quien desea viajar y ""tener el hotel más barato del mercado"". El suscriptor puede hacer la reserva de forma directa al hotel sin intermediario, a cualquier hora los 365 días del año, y todo vía whatasapp indica Polo. (ACR)-(I).",real
"Las ballenas jorobadas cambian sus canciones por influencias. PROCESO. Usaron espectrogramas de 412 ciclos de canciones emitidas por 95 machos. (Foto: Pixabay) Los machos empiezan a emitir nuevos sonidos como consecuencia de cruzarse con otras poblaciones en áreas de alimentación o durante la migración. Esto encontró un estudio publicado en 'Proceedings of the Royal Scociety B', publicado en elespectador.com. Según el análisis, las canciones de las ballenas jorobadas macho cambian cada cierto tiempo. Y, lo mejor de todo, científicos parecen haber descifrado cómo se producen lo que la revista Nature bautizó como 'revoluciones culturales'. Lo que han observado los investigadores es que, en las poblaciones de ballenas jorobadas, todos los machos emiten el mismo sonido, cantan la misma canción. Por ejemplo, los machos en la población de 'jorobadas' del este de Australia importan una nueva canción cada pocos años cuando se cruzan con la población del oeste de Australia en áreas de alimentación compartidas o mientras emigran. Así, sucesivamente, la nueva canción se va extendiendo a todas las poblaciones de 'jorobadas' que habitan el Pacífico Sur, explica Nature. Años de estudio Para buscar entender el mecanismo de cómo las 'jorobadas' aprenden las nuevas canciones, lo que hizo el equipo de investigadores fue rastrear a las ballenas del este de Australia durante 13 años seguidos. Para analizar los sonidos que emitían usaron espectrogramas de 412 ciclos de canciones emitidas por 95 machos. Una vez trasladadas las canciones a esta información gráfica, miraron la complejidad de cada melodía mediante la cantidad de sonidos y temas. También, iban cambiando las variaciones sutiles que le ponía cada macho a lo largo del tiempo. Notaron que las canciones se iban haciendo más cortas y con menos sonidos.",real
"Los padres de Angelo Santiago Lincango, de 20 años, viven una pesadilla desde la mañana del jueves 13 de diciembre del 2018. Ese día, el cadáver del joven fue hallado al fondo de la quebrada de Gualo, ubicada en el oriente de Quito. Ese caso generó conmoción en las redes sociales. Lo último que se supo de él fue que el lunes 11 estuvo junto a una exenamorada en un bar cerca de la Universidad Central bebiendo cerveza. Luego, ambos tomaron un taxi para dejar a la chica en su casa de Llano Chico y luego el paradero del joven fue desconocido. El hecho fue reportado en la Dirección Nacional de Delitos Contra la Vida, Muertes Violentas, Desapariciones, Extorsión y Secuestros (Dinased). Tras el hallazgo de la víctima, en su informe prelimilar, esa entidad presume que ""a consecuencia de terminar con su novia habría tomado la decisión de saltar del puente"". La familia del joven no cree en esa conclusión. La razón: Angelo tenía metas y sueños profesionales por cumplir, nunca dio muestras de tratar de quitarse la vida. Cursaba el último nivel de la carrera de director técnico en el instituto de la Federación Ecuatoriana de Fútbol. Su objetivo era ser uno de los mejores entrenadores del país y dirigir en el extranjero. Con sus compañeros incluso planificaba realizar una pasantía en el club inglés Manchester United en donde milita el ecuatoriano Antonio Valencia. Además, él y un amigo lograron el subcampeonato como entrenadores del equipo femenino del Colegio 24 de Mayo, lo cual le motivó a especializarse en ese deporte. También soñaba en construirle una casa a su madre luego de proclamarse campeón como entrenador en una importante liga del balompié internacional. Juan Carlos Lincango, padre del joven, pide a la Policía que las investigaciones se realicen con mayor celeridad, pues se han demorado demasiado tiempo en los trámites. Asimismo, que se revisen los videos captados por las cámaras de seguridad ubicadas en los alrededores del puente de Gualo para verificar si su hijo se arrojó por su cuenta o si otras personas lo hicieron. En su casa, los hermanos del fallecido están afectados emocionalmente. Maelo tiene 9 años y Angelo era su referente, pues juega en las categorías infantiles de fútbol y lo guiaba. Le enseñaba a moverse dentro del campo de juego y cómo entender las tácticas y estrategias del balompié. Todavía pregunta por él y llora al recordarlo. Sus padres le consuelan cuando lo observan triste y decaído. Lo mismo hacen con Karla, de 22, su hermana mayor. Los papás de la víctima insistieron en que las indagaciones se realicen con eficiencia y celeridad. Les llama mucho la atención que, en la autopsia, el chip del celular del fallecido fue encontrado en su esófago. ""Algo hubo que lo estaban persiguiendo y al verse amenazado… hay información en ese chip. Entonces se lo tragó y al teléfono nunca lo soltó de su mano, le botaron con todo al vacío"", precisó Lincango. Erlinda Cóndor, mamá de Angelo, fue la última persona con quien él se contactó a las. del 11 de diciembre. Le escribió un mensaje de texto: ""pilas, pilas mayor. Ya llego a la casa jajaja"". Ante eso, los padres piden que se investigue el hecho con mayor profundidad, pues no creen que se haya suicidado. Los progenitores también solicitaron a los policías que indaguen unas supuestas amenazas que su hijo habría recibido antes de morir.",real
"Reservas internacionales se mantienen en los niveles más bajos desde 2016. RETO El Gobierno deberá conseguir aproximadamente $3.000 millones más hasta fin año. En la última semana, las reservas internacionales terminaron en un monto de $2.848 millones, lo que iguala los peores registros desde 2016, cuando se disparó la crisis económica con la reducción del precio del petróleo. Estos bajos niveles, que no alcanzan para cubrir las reservas de los bancos privados en el Banco Central, normalmente han sido cubiertos con nueva deuda externa. Fausto Ortiz, exministro de Finanzas, explicó que el Gobierno necesitará alrededor de $3.000 millones para cerrar el año. También consideró que la fuente de organismos multilaterales es la más ideónea en las actuales circunstancias en los mercados internacionales, donde le país debe enfrentar mayores tasas de interés y un creciente riesgo país. $4.107 millones debe desembolsar el país en 2019 y 2020 por pago de intereses de bonos. ""El problema de Ecuador, además de fiscal, es de liquidez, y por eso el Gobierno busca acercarse al FMI"", aseveró. Incluso manifestó que un acuerdo con el multilateral podría llegar antes de marzo de 2019. La otra apuesta para cerrar el año es la visita oficial que el presidente, Lenín Moreno, hará en diciembre a China. El objetivo sería conseguir créditos para 2019 y 2020, cuando el país comenzará a pagar los bonos emitidos durante la década de Rafael Correa. ",real
"Famosos repudiaron en redes escena de violación en 'Último tango en París' Roma - El director italiano Bernardo Bertolucci falleció el lunes en Roma a los 77 años, tras una carrera coronada por obras clave del cine como la erótica 'El último tango en París' y el drama épico 'Novecento'. Bertolucci, considerado un maestro del cine italiano y mundial, ganó nueve premios Oscar en 1988 por el 'El último emperador', la biografía del último emperador chino. ""Bertolucci nos dejó hoy a las."" (01:00 de Ecuador), confirmó el lunes su servicio de prensa sin precisar las causas de su muerte. Según los medios italianos, sufría cáncer. Creador del drama histórico 'Novecento' (1900), convertido en clásico en su país, Bertolucci conoció también la polémica con 'El último tango en París', rodada en 1972 en la capital francesa. La película, que fue prohibida en Italia, incluye una controvertida escena de sexo entre la leyenda del cine Marlon Brando, entonces en uno de sus últimos roles, y Maria Schneider. Schneider, que tenía 19 años, quedó profundamente afectada por la escena que simulaba sodomía, ya que no había sido plenamente informada antes del rodaje. Del escándalo a los Óscar Bertolucci fue también uno de los pocos directores de cine italianos en rodar con frecuencia en el extranjero. En París, donde realizó su última película 'Los soñadores' (2003), pero también en China con 'El último emperador', en África con 'El cielo protector' (o 'Refugio para el amor') o en Bután con 'El pequeño buda'. Nacido el 16 de marzo de 1941 en Parma, ciudad acomodada en el noreste de Italia, Bertolucci recorrió en 'Novecento' (1976) la historia de la lucha de clases en el rico valle del Pô a través del destino de dos amigos de infancia a principios del siglo XX. La película tiene un prestigioso casting internacional (Robert De Niro, Gérard Depardieu, Burt Lancaster, Dominique Sanda). Otro ejemplo de cine político es 'El conformista', sobre la izquierda en tiempos del fascismo italiano. El cineasta, que en los últimos años iba en silla de ruedas, creció en un entorno rico e intelectual y empezó a apasionarse por el cine gracias a 'La Dolce Vita' de Federico Fellini. Su padre, poeta, profesor de historia y crítico de cine, le regaló su primera cámara de 16mm a los 15 años. La consagración por parte de sus pares le llegó con 'El último emperador', rodada en 1987, que obtuvo nueve estatuillas en los Óscar, entre ellas la de mejor director. Además de cineasta, fue coguionista del célebre filme de su compatriota Sergio Leone, 'Érase una vez el Oeste'. Fue el ""último emperador del cine"" ""Era el último emperador del cine italiano, el señor de todas las epopeyas y escapadas. Se acabó la fiesta: se necesitan dos para bailar el tango"", declaró el lunes Gilles Jacob, expresidente del Festival de Cannes, que le concedió una Palma de Oro honorífica en 2011 por el conjunto de su carrera. ""Lo recordaremos como uno de los grandes del cine italiano y mundial"", reaccionó por su parte el presidente de la Mostra de Venecia, Paolo Baratta, recordando que Bertolucci había presidido dos veces el jurado de este festival, en 1983 y 2013. La Mostra también le rindió homenaje en 2007 al otorgarle un León de Oro por su trayectoria. En una entrevista a la AFP en el 2013, el cineasta afirmó modestamente que probablemente pasaría a la historia como ""descubridor de jóvenes actrices"", tras haber contratado para sus filmes a intérpretes como Dominique Sanda, Maria Schneider, Liv Tyler y Eva Green. ",real
"Hasta diciembre de este año se entregarán 20 proyectos de vivienda que comprenden 4 800 casas, de 8 600 construidas en 16 provincias. Solo se han adjudicado 860. Los 20 son parte de un grupo de 45 planes ejecutados desde el 2017 por las empresas públicas Casa Para Todos y Ecuador Estratégico (EE- EP). La mayoría tiene un avance del 80%, según Xavier Torres, titular del Ministerio de Desarrollo Urbano y Vivienda (Miduvi). En el 2019, la empresa Casa Para Todos se fusionará con EE-EP para continuar con la construcción de viviendas del programa Casa para Todos, uno de los siete enfoques del Plan Toda Una Vida, y una de las principales promesas de campaña que anunció el presidente Lenín Moreno. Torres, quien preside el Directorio de Casa para Todos EP, justificó la falta de entrega del resto de soluciones habitacionales por la carencia de una normativa para el pago de las mismas. Este mecanismo recién se aprobó la semana anterior. Además, dijo, hay proyectos que requieren otros trabajos como casas comunales. En un análisis que hizo la Empresa Coordinadora de Empresas Públicas (EMCO), hasta junio del 2018 a la empresa Casa para Todos, los resultados negativos desde el 2017 se atribuyen a viviendas no comercializadas. Las pérdidas desde el año pasado hasta julio del 2018 sumaron los USD 1,53 millones, según EMCO. Casa para Todos EP se creó en marzo del 2015 para la ejecución de viviendas sociales. Y a partir de agosto del 2017 asumió la construcción de los proyectos del programa que lleva su mismo nombre, junto con Ecuador Estratégico. El Miduvi aprueba los proyectos que ejecutan ambas empresas públicas. En las obras que ya se edifican y entregan se hace un trabajo de seguimiento comunitario por parte de la Secretaría Técnica del Plan Toda Una Vida. Hasta el momento, esta Secretaría ha trabajado en planes sociales con los habitantes de 27 de 32 proyectos de todo el programa Casa para Todos, con los que espera participar hasta finales de este año. ""Tenemos que mejorar la planificación constructiva, porque debemos edificar viviendas de acuerdo con un déficit de 329 000 familias en el país, según el INEC"", dijo Torres. Aunque la definición de la cantidad real de beneficiarios de los planes de vivienda del plan Casa Para Todos continúa en proceso de levantamiento. La recolección de ese diagnóstico para identificar a quienes pueden acceder a una de las casas está a cargo del Miduvi y del Ministerio de Inclusión Económica y Social (MIES). Las viviendas sociales a las que se pueden aplicar van desde los USD 12 500 hasta los 21 000. Según el Acuerdo Ministerial 002-18-05-16 del Miduvi, quienes pueden ser parte de un plan de vivienda de Casa para Todos son los núcleos familiares que están en situaciones de pobreza extrema o pobreza moderada. También pueden pedir dos tipos de incentivos: para vivienda nueva en terreno urbanizado dentro del Programa Casa para Todos o para la construcción de vivienda nueva en un terreno propio. Dentro del plan de optimización de las empresas públicas, el Miduvi espera contar con una sola empresa ejecutora de las viviendas de Casa para Todos, desde el próximo año. Esta única firma, explicó Torres, se encargará de concretar las alianzas estratégicas necesarias para levantar las casas. ""El Miduvi no tiene competencia para construir ni hacer alianzas público-privadas o para vender. Como Miduvi solo puedo construir en terreno propio y para las casas 100% subvencionadas (gratuitas)"". Desde el anuncio de la reorganización de las empresas públicas, Torres aseguró que esta firma también ha desvinculado personal –sin especificar la cantidad- y ha reducido en cerca del 20% sus gastos operativos, entre los USD 500 000 y 600 000, que destina para esos fines. Actualmente trabajan 55 personas en esta empresa. Para este año, la empresa Casa para Todos obtuvo un presupuesto aprobado por USD 55 millones, provenientes de asignaciones fiscales y autogestión. En este último rubro se incluyeron ingresos que ha obtenido por venta de terrenos para su giro de negocio, venta de bienes patrimoniales y por un préstamo otorgado por el Banco de Desarrollo del Ecuador, por USD 54 millones. ",real
"Ecuador tiene 786 productos ya con certificación orgánica El suplemento alimenticio Eveliza también cuenta con la certificación de Agrocalidad. 26 de Noviembre, 2018 26 Nov 2018 Fausto Falconí es ingeniero agrónomo, tiene 60 años y durante 25 trabajó con transnacionales en agricultura convencional, con químicos. Hace 12 años su visión del campo cambió y aprendió las técnicas de la agricultura orgánica con pequeños campesinos y se dedicó a producir rosas en Cayambe, luego vendió esa finca y hace un año y medio cumple su sueño: producir hortalizas, frutas, pollos y huevos en su nueva finca Pura Vida, en la parroquia Checa, en Pichincha. Es un convencido de que el campo no rinde porque se usan muchos químicos que matan el suelo ""y no hay que pedirle mucho a cadáveres""; cree que la agroecología y la agricultura orgánica da bajos costos, alta productividad y beneficios. ""El 50% de nuestros clientes tiene problemas de salud y se curan con la comida"", asegura Falconí, certificado por Agrocalidad como productor orgánico, ecológico y biológico, Según ese ente estatal, Ecuador cuenta con 277 productos orgánicos frescos certificados y 509 procesados de consumo nacional y de exportación. Rommel Betancourt, coordinador general de Inocuidad de Alimentos de Agrocalidad, señala que entre los productos frescos destacan el cacao, banano, café, quinua, aceite de palma africana, hortalizas y plantas medicinales; entre los procesados: chocolates, panela, bebidas, frutas deshidratadas, leche, yogur y queso que son cultivados sin usar muchas herramientas tecnológicas que sí están aprobadas en una producción convencional. Sí hay estratos que se pueden usar, previstos en la lista ""positiva"" en normas internacionales y en la Normativa General para Promover y Regular la Producción Orgánica, Ecológica y Biológica en el Ecuador, vigente desde el 2013. Betancourt indica que desde la nueva normativa hubo un aumento sustancial. Actualmente, el 0,8% de la superficie de tierras agrícolas del país está destinada a la producción orgánica, es decir, 41.279 hectáreas que están en manos de 12.447 productores, 480 individuales y 57 asociaciones que suman 1.967 miembros. De ese total 34.782 ya son orgánicas y 6.497 están en transición. El beneficio –agrega– radica en la baja de costos por no usar ciertos químicos, aunque no usarlos aumenta el riesgo de plagas. En el caso del banano, Gustavo Marún, de Agroban, explica que la producción orgánica es lo más cercano a la sustentabilidad, un proceso que el sector arrancó este mes con la contratación de un estudio. ""Es un proceso complejo porque hay enfermedades como la sigatoka negra, que es muy difícil de controlarla, de tal manera que en ciertos casos tienes que verte obligado a usar un químico"", dice Marún, quien sin embargo, señala que con un adecuado manejo, es posible. Para el control y vigilancia de ese manejo el Servicio de Acreditación Ecuatoriana (SAE) contrató a cinco acreditadoras: BCS, QCS, Ceres de Ecuador, Control Union e ICEA. También se supervisa la promoción de estos productos. Este mes vence el plazo de un año para que los productos incluyan en su empaque el logotipo de la certificación. Agrocalidad trabaja en lograr la equivalencia de la normativa local con la de otros mercados importantes para la producción orgánica como EE.UU. y países de Asia. Con la Unión Europea buscan mantenerla tras lograrla en el 2013 después de casi dos años de negociaciones. Esto, porque la normativa europea está por modificarse en cuanto al uso de ciertas herramientas tecnológicas. ""Este año sale ya la enmienda, y con ellos estamos trabajando... para revisar cómo podemos nosotros avanzar tomando en cuenta que pasamos por varias etapas"", dice Betancourt. ",real
"El aeropuerto londinense de Gatwick, uno de los principales de Europa, reanudó el viernes, 21 de diciembre del 2018, sus operaciones, tras permanecer paralizado durante casi un día y medio por la insistente presencia de drones de origen desconocido y cuyos responsables buscaba aún la policía. ""La pista de Gatwick está actualmente disponible y los aviones llegan y salen"", anunció a las. (locales y GMT) el aeropuerto, segundo mayor de Reino Unido y octavo de Europa en términos de tráfico, que había permanecido cerrado desde el miércoles (19 de diciembre) por la noche. Los responsables del aeropuerto aconsejaban sin embargo a los viajeros que comprobasen el estatuo de sus vuelos con sus respectivas aerolíneas, dado que algunas salidas y llegadas a Gatwick podían seguir sufriendo retrasos y anulaciones en el que se preveía como el día de mayor transito de las vacaciones navideñas. Ampliar En esta foto de archivo tomada el 11 de abril de 2017 en Lucca, Toscana, una gaviota vuela sobre un dron equipado con una cámara térmica utilizada por Carabinieri para asegurar el área durante la reunión de Ministros de Relaciones Exteriores del Grupo de los Siete (G7) países industrializados. Foto: AFP El director de operaciones del aeropuerto, Chris Woodroofe, confirmó que el viernes estaban previstas 700 salidas y pidió disculpas a los cerca de 120 000 pasajeros afectados en este periodo tan ajetreado del año. Gatwick había sido cerrado a las. (locales y GMT) del miércoles después de que se avistasen dos drones sobrevolando el lugar. Por la noche volvió a abrir durante menos de una hora, antes de cerrar de nuevo de madrugada cuando se volvió a señalar la presencia de drones, que fueron avistados 50 veces en 24 horas. Hipótesis 'ecologista' La policía, a quien el jueves por la noche se sumaron efectivos del ministerio de Defensa con material especializado, no había podido aún interceptar el viernes los drones ni identificar a los responsables del caos aéreo. Sin embargo, el aeropuerto pudo volver a abrir tras tomar ""medidas"" en colaboración con la policía, el ejército y las autoridades, explicó Woodroofe a la BBC sin querer dar más precisiones. ""Este tipo de incidentes no tiene precedente"", afirmó el ministro de Transportes, Chris Grayling, también a la BBC. ""Vamos a tener que aprender muy rápidamente de lo ocurrido"", afirmó, y ante las críticas sobre la incapacidad de las autoridades de neutralizar los aparatos subrayó que la tecnología para interceptar drones ""acaba de aparecer"". La policía aseguró que se trata de "" un acto deliberado que busca perturbar el funcionamiento del aeropuerto "" pero precisó que "" no hay absolutamente ninguna evidencia que sugiera un vínculo terrorista "". Un "" lobo solitario "" defensor del medio ambiente podría estar detrás de este inédito ataque, escribía el viernes el diario Daily Telegraph que citaba a una fuente gubernamental. ""Una de las hipótesis en este estadio es la de una acción ecologista"", dijo la fuente. La legislación británica estipula que no se pueden utilizar drones a menos de un kilómetro de un aeropuerto y que estos no deben superar una altitud de 122 metros. El responsable o responsables de estos actos se exponen a una pena de hasta cinco años de prisión y a fuertes multas. ",real
"El Departamento de Justicia de Estados Unidos ha acusado este jueves a dos agentes chinos de realizar ciberataques desde el 2006 a varias agencias gubernamentales estadounidenses y 45 empresas en una docena de países de Europa y Asia. Las autoridades aseguraron que Zhu Hua y Zhang Jianguo lideraron ""una campaña global de intrusión informática"" para robar datos confidenciales y secretos comerciales ""sensibles"" en asociación con el Ministerio de Seguridad del Estado de China. ""El objetivo de China, en pocas palabras, es reemplazar a EE UU como la superpotencia líder del mundo, y están usando métodos ilegales para llegar allí"", sentenció el director del FBI Christopher Wray. Los documentos judiciales denuncian que los presuntos piratas informáticos consiguieron los datos personales (nombre, número de Seguridad Social y salario, entre otras) de unos 100.000 miembros de la Armada estadounidense. También robaron información sensible de parte del equipo de la Administración Nacional de la Aeronáutica y del Espacio, más conocida como NASA, y a Proveedores de Servicios Gestionados (MSP, en inglés), que son empresas que otras compañías contratan para almacenar, procesar y proteger datos comerciales, por lo general confidenciales. Entre las que han sido víctimas de los ataques figuran firmas bancarias y financieras, de telecomunicaciones, biotecnológicas, compañías dedicadas a la minería y a la exploración de petróleo y gas, entre otras. La acusación aclara que a pesar de que los piratas trabajaban para una compañía china llamada Compañía de Desarrollo de Ciencia y Tecnología Huaying Haitai, no hay dudas sobre una presunta autorización y dirección del régimen chino sobre la ofensiva. El número dos del Departamento de Justicia, Rod Rosenstein, anunció los cargos en Washington y especificó que los ataques también han afectado a otros países que están tomando medidas. Los presuntos criminales formaban parte de un escuadrón de piratería conocido como ""Amenaza Persistente Avanzada 1o"" o ""Panda de Piedra"", apuntaba la acusación presentada por los fiscales federales de Manhattan. Los dos agentes chinos ahora se enfrentan a una serie de cargos, incluido el de fraude electrónico y el robo de identidad agravado. La imputación busca ser una respuesta a la ""agresión económica de China"" y sus ""ciberactividades ilegales"". Los acusados emplearon una técnica en la que engañaban a los usuarios de computadoras de las oficinas comerciales y gubernamentales para que abrieran correos electrónicos infectados con malware y les daban acceso a los detalles de inicio de sesión y contraseña. Ese tipo de virus informático fue el mismo que se empleó en el ciberataque global el año pasado conocido como ransomware y que afectó a países como España, Portugal, Reino Unido y Rusia. La investigación que identificó a los dos agentes fue coordinada entre EE UU y sus aliados en Europa y Asia. En conjunto también condenaron a China por presuntamente violar un acuerdo del 2015 sobre no participar en campañas de ciberataques. El gigante asiático se comprometió en un encuentro con el entonces presidente Barack Obama y también durante la Cumbre del G20 a ""no efectuar ni apoyar el robo de propiedad intelectual o secretos comerciales mediante soportes cibernéticos"". A las condenas de Estados Unidos se sumaron las de Reino Unido y se espera que Australia, Canadá, Japón y Alemania también se pronuncien. Todos ellos han sido objeto de la campaña de espionaje de 12 años de los agentes chinos. Esta respuesta forma parte de un impulso cada vez mayor de EE UU y sus aliados en Europa y Asia de enfrentar a China por su supuesta agresión en las esferas económicas y militares.",real
