id,Tipo_Muerte,Tipo,Provincia,Canton,Area_Hecho,Lugar,Tipo_Lugar,Fecha_Infraccion,Hora_Infraccion,Arma,Tipo_Arma,Probable_Causa,Edad,Med_Edad,Sexo,Etnia,Estado_Civil,Nacionalidad,Anio_i,Mes_i,Grupo_hora,Edad_R
2588,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',24.460383,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
2910,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',43.802524,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
4004,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',39.906432,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
985,ASESINATO,0,'LOS RIOS',BABAHOYO,URBANO,'VIA PUBLICA',PUBLICO,4/3/2022,0:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',32,A,HOMBRE,MESTIZO,SIN_DATO,ECUADOR,2022,abril,Madrugada,Adulto
3970,FEMICIDIO,1,MANABI,QUITO,RURAL,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',20.964996,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Maniana,Adulto
2284,FEMICIDIO,1,MANABI,QUITO,URBANO,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',28.330217,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
2780,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',30.994079,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
4855,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',33.140541,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
981,ASESINATO,0,'SANTO DOMINGO DE LOS TSACHILAS','SANTO DOMINGO',URBANO,'VIA PUBLICA',PUBLICO,4/2/2022,9:50,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',29,A,HOMBRE,MESTIZO,'EN UNION DE HECHO',ECUADOR,2022,abril,Maniana,Adulto
2574,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',19.025403,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
4854,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',31.80555,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
3277,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,1/1/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',46.000093,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Maniana,Adulto
3047,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',30.707263,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
3651,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',20.398659,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
3977,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',42.10515,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
1457,ASESINATO,0,'SANTO DOMINGO DE LOS TSACHILAS','SANTO DOMINGO',URBANO,'CENTROS DE REHABILITACION SOCIAL',PRIVADO,5/9/2022,1:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',29,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Madrugada,Adulto
1395,FEMICIDIO,1,AZUAY,CUENCA,URBANO,CASA,PRIVADO,5/6/2022,15:00,OTROS,OTRO,SOFOCACION,5,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Tarde,Ninio
264,ASESINATO,0,GUAYAS,GUAYAQUIL,URBANO,'VIA PUBLICA',PUBLICO,1/26/2022,2:10,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',35,A,HOMBRE,MESTIZO,CASADO,ECUADOR,2022,enero,Madrugada,Adulto
3848,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',25.27341,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
929,ASESINATO,0,GUAYAS,DURAN,URBANO,'VIA PUBLICA',PUBLICO,3/29/2022,22:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',36,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Noche,Adulto
3173,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,CASA,PRIVADO,4/3/2022,23:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',71.357003,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Noche,Adulto Mayor
2178,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',30.783104,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
4513,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',32.026515,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
246,ASESINATO,0,SUCUMBIOS,'LAGO AGRIO',URBANO,'VIA PUBLICA',PUBLICO,1/23/2022,10:05,'ARMA DE FUEGO','FUSIL               ','HERIDA POR ARMA DE FUEGO',21,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Maniana,Adulto
3717,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',32.985663,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
1758,ASESINATO,0,GUAYAS,GUAYAQUIL,URBANO,'VIA PUBLICA',PUBLICO,5/29/2022,23:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',33,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Noche,Adulto
4943,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',19.092915,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
4377,FEMICIDIO,1,MANABI,QUITO,RURAL,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',20.797074,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Maniana,Adulto
923,ASESINATO,0,GUAYAS,GUAYAQUIL,URBANO,'VIA PUBLICA',PUBLICO,3/28/2022,15:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',37,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
2422,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,4/26/2022,5:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',30,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Madrugada,Adulto
268,HOMICIDIO,2,'SANTO DOMINGO DE LOS TSACHILAS','SANTO DOMINGO',URBANO,'VIA PUBLICA',PUBLICO,1/26/2022,21:05,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',19,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Noche,Adulto
669,ASESINATO,0,GUAYAS,'SIMON BOLIVAR',RURAL,'VIA PUBLICA',PUBLICO,3/5/2022,6:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',23,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Maniana,Adulto
4512,FEMICIDIO,1,MANABI,QUITO,URBANO,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',24.979035,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
1910,FEMICIDIO,1,MANABI,QUITO,RURAL,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',19.448238,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Maniana,Adulto
3094,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,1/2/2022,3:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',23.456442,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Madrugada,Adulto
1152,HOMICIDIO,2,GUAYAS,GUAYAQUIL,URBANO,RESTAURANTE,PRIVADO,4/11/2022,21:15,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',30,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,abril,Noche,Adulto
4895,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',23.616047,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
4035,FEMICIDIO,1,MANABI,QUITO,URBANO,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',28.000009,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
4310,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',39.859246,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
4012,FEMICIDIO,1,MANABI,QUITO,RURAL,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',20.393938,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Maniana,Adulto
2244,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',38.134534,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
3091,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,4/26/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA DE FUEGO',42.309008,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Maniana,Adulto
1915,FEMICIDIO,1,MANABI,QUITO,URBANO,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',28.203084,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
612,ASESINATO,0,GUAYAS,GUAYAQUIL,URBANO,'VIA PUBLICA',PUBLICO,2/28/2022,2:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',27,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Madrugada,Adulto
2484,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,1/1/2022,0:30,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',35.249293,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Madrugada,Adulto
3654,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',28.274732,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
1898,FEMICIDIO,1,MANABI,QUITO,RURAL,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',17.344148,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Maniana,Adolescente
1649,ASESINATO,0,TUNGURAHUA,AMBATO,URBANO,ALMACENES,PRIVADO,5/25/2022,12:20,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',60,A,HOMBRE,BLANCO,CASADO,ECUADOR,2022,mayo,Tarde,Adulto Mayor
3161,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,1/14/2022,0:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',40.4223,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Madrugada,Adulto
258,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,CASA,PRIVADO,1/24/2022,21:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',24,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Noche,Adulto
847,ASESINATO,0,GUAYAS,GUAYAQUIL,URBANO,'VIA PUBLICA',PUBLICO,3/22/2022,21:55,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',38,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Noche,Adulto
4321,FEMICIDIO,1,MANABI,QUITO,URBANO,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',25.067654,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
1233,ASESINATO,0,MANABI,'SANTA ANA',URBANO,CASA,PRIVADO,4/23/2022,7:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',57,A,HOMBRE,MESTIZO,CASADO,ECUADOR,2022,abril,Maniana,Adulto Mayor
1127,ASESINATO,0,ESMERALDAS,ESMERALDAS,URBANO,'VIA PUBLICA',PUBLICO,4/14/2022,16:15,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',33,A,HOMBRE,AFRO,SOLTERO,ECUADOR,2022,abril,Tarde,Adulto
1967,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',30.921986,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
558,ASESINATO,0,'EL ORO',MACHALA,URBANO,CASA,PRIVADO,2/23/2022,15:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',32,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Tarde,Adulto
4041,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',42.39237,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
484,ASESINATO,0,'ZONA NO DELIMITADA','EL PIEDRERO',RURAL,MAR,PUBLICO,2/17/2022,0:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',29,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Madrugada,Adulto
2211,FEMICIDIO,1,MANABI,QUITO,RURAL,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',18.444867,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Maniana,Adulto
1320,ASESINATO,0,GUAYAS,GUAYAQUIL,URBANO,'VIA PUBLICA',PUBLICO,4/29/2022,22:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',20,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Noche,Adulto
3337,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,CASA,PUBLICO,4/3/2022,23:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',53.087046,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Noche,Adulto Mayor
7,ASESINATO,0,CANAR,'LA TRONCAL',RURAL,'VIA PUBLICA',PUBLICO,1/1/2022,15:20,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',24,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Tarde,Adulto
4889,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',25.556363,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
4010,FEMICIDIO,1,MANABI,QUITO,URBANO,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',24.972111,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
1450,ASESINATO,0,'SANTO DOMINGO DE LOS TSACHILAS','SANTO DOMINGO',URBANO,'CENTROS DE REHABILITACION SOCIAL',PRIVADO,5/9/2022,1:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',30,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Madrugada,Adulto
1201,SICARIATO,3,IMBABURA,IBARRA,URBANO,'VIA PUBLICA',PUBLICO,4/20/2022,11:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',0,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,abril,Maniana,Ninio
1814,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',36.127303,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
773,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',35,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
1011,ASESINATO,0,AZUAY,'CAMILO PONCE ENRIQUEZ',URBANO,'VIA PUBLICA',PUBLICO,4/2/2022,23:30,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',41,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Noche,Adulto
2917,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',29.805372,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
2528,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,4/26/2022,5:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',30.911636,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Madrugada,Adulto
1991,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,4/26/2022,5:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',31,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Madrugada,Adulto
1277,ASESINATO,0,ESMERALDAS,'SAN LORENZO',URBANO,'VIA PUBLICA',PUBLICO,4/25/2022,12:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',25,A,HOMBRE,AFRO,SOLTERO,ECUADOR,2022,abril,Tarde,Adulto
1783,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',32.79976,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
4845,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',21.747397,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
446,ASESINATO,0,'LOS RIOS',URDANETA,RURAL,'VIA PUBLICA',PUBLICO,2/13/2022,20:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',23,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Noche,Adulto
880,ASESINATO,0,'EL ORO',HUAQUILLAS,URBANO,'VIA PUBLICA',PUBLICO,3/25/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',37,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
4533,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',30.671816,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
781,ASESINATO,0,GUAYAS,GUAYAQUIL,URBANO,'VIA PUBLICA',PUBLICO,3/16/2022,22:25,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',39,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Noche,Adulto
1749,ASESINATO,0,GUAYAS,GUAYAQUIL,URBANO,'VIA PUBLICA',PUBLICO,5/31/2022,14:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',32,A,HOMBRE,AFRO,SOLTERO,ECUADOR,2022,mayo,Tarde,Adulto
3509,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,1/1/2022,0:30,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',35.255991,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Madrugada,Adulto
2688,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',31.086675,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
4960,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',35.653488,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
4392,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',48.245642,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
883,ASESINATO,0,'EL ORO',MACHALA,URBANO,CASA,PRIVADO,3/25/2022,20:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',22,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Noche,Adulto
2525,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,1/1/2022,0:30,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',35.52182,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Madrugada,Adulto
1091,ASESINATO,0,MANABI,MANTA,URBANO,HOSPITALES,PRIVADO,4/8/2022,20:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',40,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Noche,Adulto
3043,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',31.237421,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
531,ASESINATO,0,'EL ORO',MACHALA,URBANO,'VIA PUBLICA',PUBLICO,2/21/2022,13:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',59,A,HOMBRE,MESTIZO,CASADO,ECUADOR,2022,febrero,Tarde,Adulto Mayor
4125,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',42.162523,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
3443,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,CASA,PUBLICO,4/3/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',50.953315,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Maniana,Adulto Mayor
4423,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',43.847417,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
2290,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',40.212135,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
1727,ASESINATO,0,MANABI,BOLIVAR,URBANO,'VIA PUBLICA',PUBLICO,5/29/2022,23:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',23,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Noche,Adulto
610,ASESINATO,0,MANABI,PORTOVIEJO,RURAL,'CENTROS DE REHABILITACION SOCIAL',PRIVADO,2/28/2022,1:00,CONSTRICTORA,OTRO,ESTRANGULACION,26,A,HOMBRE,BLANCO,SOLTERO,ECUADOR,2022,febrero,Madrugada,Adulto
