texto,clase
"Aterrizaje de la sonda Washington - Una nave que costó casi 1.000 millones de dólares pondrá sus pies hoy en Marte, si logra sobrevivir a la enorme velocidad y a la gran temperatura de la atmósfera del planeta rojo, algo que la Agencia Espacial estadounidense ( NASA ) ha apodado ""seis minutos y medio de terror"". La sonda espacial Mars InSight debe sobrevivir al dificultoso ingreso a Marte viajando a una velocidad de 19.800 kilómetros por hora y reduciendo rápidamente la velocidad a solo 8 kilómetros por hora. Tan solo el roce con la atmósfera disparará la temperatura rápidamente a 1.500 °C. La nave no sobreviviría a ese fogón si no tuviera un escudo térmico. La sonda fue lanzada hace casi siete meses y ha recorrido unos 482 millones de kilómetros. Se espera que 'amartice' en la Elysium Planitia, un área muy plana y sin rocas. Mars InSight es la primera capaz de escuchar terremotos y de estudiar el funcionamiento interno de otro planeta rocoso. El 'amartizaje' no se verá en directo, sino que las imágenes serán retransmitidas desde el centro de control de la Nasa en el Jet Propulsion Laboratory de Pasadena, con una demora en la comunicación entre los dos planetas de ocho minutos y siete segundos. ""Hay muy poco espacio para que las cosas salgan mal"", dijo Rob Grover, jefe del equipo del Jet Propulsion Laboratory. El 'amartizaje' en Marte es el primero desde 2012, cuando el explorador Curiosity de la NASA aterrizó en la superficie y analizó las rocas en busca de signos de vida. De las 43 misiones lanzadas hacia Marte, solo 18 han llegado al planeta rojo y todos provinieron de Estados Unidos. La sonda está equipada con un topo mecánico y un sismógrafo para registrar terremotos, impactos de meteoritos y cualquier otra cosa que pueda agitarlo. Al estudiar el protegido centro de Marte, InSight puede enseñarnos cómo se formaron los planetas rocosos de nuestro sistema solar hace 4.500 millones de años y por qué resultaron tan diferentes entre ellos, dicen los científicos. La agencia espacial anunció que el explorador Mars 2020 recopilará muestras y las almacenará para regresarlas a Tierra a principios de la década de 2030. ",real
"Hamilton cierra temporada de la F1 con victoria. Emoción El alborozado festejo de Lewis Hamilton. Redacción ABU DABI, EMIRATOS ÁRABES AFP El británico Lewis Hamilton (Mercedes) ganó ayer el Gran Premio de Abu Dabi de Fórmula 1 en el circuito de Yas Marina, última carrera de la temporada 2018 y del piloto español Fernando Alonso (McLaren). Hamilton, quíntuple campeón del mundo, consiguió la 73ª victoria de su carrera por delante del alemán Sebastian Vettel (Ferrari) y del holandés Max Verstappen (Red Bull). En su último gran premio, Alonso finalizó 11º, fuera de los puntos. ""Ha sido un privilegio, gracias a la Fórmula 1, siempre seré un aficionado de este espectáculo"", dijo el bicampeón del mundo (2005 y 2006). ""Es una verdadera leyenda"", declaró Hamilton sobre su compañero de equipo en el año 2007 en la escudería británica. El australiano Daniel Ricciardo (Red Bull), que el año que viene correrá para Renault, finalizó en la cuarta posición, delante del finlandés Valtteri Bottas (Mercedes), que no ha ganado ninguna carrera este 2018.""Sé que el año que viene Sebastian (Vettel) va a volver muy fuerte"", apuntó Hamilton, que partió desde la pole position y que cambió muy pronto de neumáticos, una estrategia acertada para firmar su undécimo triunfo del año. En sexta posición finalizó Carlos Sainz Jr. (Renault), sustituto de Alonso en McLaren para 2019. El mexicano Sergio Pérez (Racing Point Force India) terminó octavo. En la primera vuelta, el alemán Nico Hülkenberg (Renault) sufrió un espectacular accidente del que afortunadamente salió indemne.",real
"Principal Migrantes exploran opciones tras choque en Tijuana Muchos de los más de 5.000 migrantes centroamericanos que llegaron a Tijuana están explorando con urgencia sus opciones ante el creciente sentimiento de que tienen pocas opciones de éxito en sus peticiones de asilo en Estados Unidos o de cruzar la frontera de forma ilegal. Por 27 noviembre, 2018 33 La mayoría estaban desanimados, un día después de que agentes estadounidenses lanzaron gases lacrimógenos hacia México para hacer retroceder a los que habían logrado superar la frontera. Consideraban que tanto los enfrentamientos como la respuesta oficial son perjudiciales para sus oportunidades de llegar a Estados Unidos. Una fila esperaba en el exterior de una caseta en un asentamiento de tiendas de campaña levantado por la Organización Internacional para las Migraciones, donde funcionarios ofrecían asistencia a quienes querían regresar a sus países de origen. Las autoridades también reportaron un aumento del interés de los migrantes por iniciar el proceso para quedarse en México. Una feria de empleo que les ofrece vacantes en Baja California registró un aumento en el número de consultas. ""Lo que sucedió ayer nos perjudica a todos nosotros"", señaló Oscar Leonel Mina, agricultor de 22 años de San Salvador, El Salvador, acerca de los enfrentamientos fronterizos del domingo. Mina, su esposa y su hija pequeña habían optado no ir a la marcha y se mostraron contentos con su decisión tras escuchar los relatos de otros sobre lo ocurrido, dijo sentado en la puerta de la tienda de su familia en un complejo deportivo de Tijuana, mientras empleaba un cepillo de dientes para limpiar la fina capa de polvo que cubría sus zapatillas de deporte. En la tienda de al lado, el guatemalteco Brandon Castillo, de 23 años y natural de Santa Rosa, intervino apuntando que ""dicen toda la caravana pero no fue toda la caravana"". Los acontecimientos hicieron que Mina se replantease el plan de su familia de llegar a Estados Unidos. Dijo que escuchó a otra gente hablar de Rosarito, una localidad costera popular entre los turistas estadounidenses que está a unos 40 minutos en auto al sur de Tijuana. Allí ""se puede ganar dinero y vivir bien"" si estás dispuesto a trabajar, dijo. Su objetivo ahora es sacar a su familia del albergue en el plazo de una semana. Las fuerzas de seguridad de México aumentaron su presencia en un complejo deportivo de Tijuana donde miles de integrantes de la caravana de migrantes han estado alojándose, aparentemente tratando de evitar que se repita la desagradable escena del domingo. El secretario de Seguridad Pública de Tijuana, Marco Antonio Sotomayor Amezcua, dijo en una conferencia de prensa que la policía mexicana será prudente en el uso de la fuerza, pero que ""tenemos que vigilar a toda costa que los puestos fronterizos no se vuelvan a cerrar"". Sotomayor dijo que espera que los migrantes que habían pensado cruzar ilegalmente a Estados Unidos aprendiesen tras los choques del domingo que eso no será posible. Los migrantes que esperaban solicitar asilo en Estados Unidos deben anotar sus nombres en una lista de espera que ya tenía cerca de 3.000 personas antes de que la caravana llegara a Tijuana. Con las autoridades estadounidenses procesando menos de 100 solicitudes al día, el tiempo de espera para los recién llegados podría demorarse meses. Esto ha provocado un sentimiento de desesperación entre muchos migrantes luego de su extenuante viaje desde Centroamérica. El incidente del domingo se desató luego de que cientos se dirigieron a la frontera para tratar de llamar la atención sobre su situación. Algunos intentaron saltar las vallas y alambrados que separan las dos naciones, lo que provocó que los agentes estadounidenses lanzaran los gases. Cindy Martínez de la ciudad de San Vicente, El Salvador, dijo que estaba a punto de cruzar el alambre de púas hacia el lado estadounidense cuando comenzaron a lanzar el gas lacrimógeno. Estimó que unas 20 personas habían pasado antes que ella y dijo que los padres de familia rogaron a los agentes que no arrojaran el gas ya que había niños presentes. ""Yo miro imposible esto que nos quieren dar asilo"", comentó. ""Por las palabras que ha dicho el presidente Donald Trump yo creo que esto es imposible"". Martínez, de 28 años, señaló que ahora está sopesando buscar empleo en Tijuana. El Instituto Nacional de Migración de México informó que 98 migrantes estaban siendo deportados tras intentar ingresar a Estados Unidos. La Secretaría de Gobernación indicó que unos 500 migrantes intentaron cruzar la frontera por la fuerza, pero las autoridades estadounidenses dijeron que se trató de unas 1.000 personas. El gobernador del estado de Baja California, Francisco Vega, dijo que en la región había casi 9.000 migrantes _ la mayoría en Tijuana y una cantidad menor en Mexicali_ y consideró la situación de ""asunto de seguridad nacional"". Vega exhortó al gobierno federal de México a que asuma la responsabilidad de albergar a los migrantes y deportar a aquellos que quebranten la ley. Alex Castillo cargaba un saco de dormir rojo sobre el hombro mientras se alejaba caminando del albergue de Tijuana el lunes. Dijo que se dirigiría a la ciudad industrial de Monterrey para buscar trabajo e intentar cruzar a Estados Unidos el próximo año. Este electricista de 35 años de edad, oriundo de Tegucigalpa, apuntó que no estuvo en el enfrentamiento en la frontera. Se enteró de lo ocurrido por otras personas y decidió marcharse para evitar que lo golpearan.",real
"A nivel local y nacional s ha destacado en estos días la labor cumplida durante casi un siglo por el Colegio Agronómico Salesiano de la ciudad de Cuenca. En efecto, este plantel a lo largo de noventa años ha prestado un notable servicio a la ciudad y a la región en una área que sobre todo cuando inició sus labores, estaba desatendida no solamente en la región sino también a nivel de todo el país. Formar técnicos en agronomía tuvo en aquel entonces un impacto significativo tanto para la producción regional, cuanto para jóvenes que provenientes de varias provincias de la zona acudían a esta institución regentada por la comunidad salesiana. La provincia del Azuay no se ha destacado por su producción agrícola, en la medida en que lo hicieron otras provincias del callejón interandino. Cañar sí lo hizo al igual que las provincias de la Sierra central, en donde la presencia de grandes valles posibilitó en mayor medida tanto el trabajo de la tierra como la ganadería en distintos niveles. Las haciendas de extensiones amplias fueron pocas aquí, si se compara con el resto de la Sierra. Y, las que existían, dedicaron buena parte de su producción a la ganadería antes que a la agricultura, por las razones antes indicadas. Por ello es que la vocación del Azuay fue siempre en mayor medida la artesanía y, en tiempos más recientes, la producción industrial. La producción agrícola en niveles menores de volumen recibió, sin embargo, un importante aporte con la presencia del Colegio Agronómico Salesiano desde mediados del siglo pasado. La comunidad salesiana, fue pionera de la formación en el campo técnico en distintas ramas que contribuyeron al desarrollo de actividades antes reservadas a gente empírica que carecía de una formación regular. De igual manera que la comunidad salesiana aportó en la formación de técnicos electricistas, mecánicos industriales y automotrices, también lo hizo en la formación de personas en el campo de la agronomía a través en la mayoría de los casos de técnicos que vinieron desde Europa y que además de su preparación, tuvieron una vocación de servicio a la juventud de menores recursos económicos.",real
"El expresidente de Estados Unidos e intimo amigo de Carlos Salinas de Gortari, George H.W. Bush, falleció la tarde de ayer luego de sufrir un paro fulminante, provocado por un severo cuadro de depresión que sufrió unas horas antes. Según comentan familiares del exmandatario, George no soportó la idea de que ""el maldito de Andrés Manuel López Obrador por fin había llegado a la presidencia y haría su toma de protesta"", señalando que él estaba convencido de que el PRI era quien debía gobernar a México durante toda la eternidad: ""Los tiempos ya no son como antes; en mi país hubo un mandatario negro, permitieron a una mujer competir para la presidencia, y en México un loco como Obrador ganó las elecciones. Yo fui mandatario de Estados Unidos cuando el buen Salinas de Gortari gobernaba el país vecino, hicimos muchas cosas buenas y todavía a la fecha tenemos una buena amistad. No puedo soportar que un país como México esté en manos de otro partido que no sea el PRI o el PAN, y menos que un orate como Andrés Manuel sea quien asuma el poder"", fueron las últimas palabras de Bush. George H.W. fue el presidente número 41 de Estados Unidos, gobernó entre 1989 y 1993, época en que Carlos Salinas controlaba México por lo que tuvieron una gran amistad, e incluso George ayudó a que la devaluación del peso México fuera posible , y ocurriera una severa crisis económica. Se rumora que Bush estimaba tanto al PRI que incluso tenía comunicación con Peña Nieto, y estaba tan temeroso de que AMLO llegara al poder que al final su cuerpo no resistió la tristeza de saber que lo había logrado.",fake
"Nacionales 261 viajes sin autorización realizaron aviones estatales en gobierno de Correa Entre enero del 2012 y mayo del 2017, durante la presidencia de Rafael Correa, ahora prófugo de la justicia, se usaron los aviones presidenciales Legacy 600 y Falcon 7X, los de Tame y uno de Petroamazonas para realizar 261 viajes internacionales. Por 26 noviembre, 2018 833 La Contraloría General del Estado investigó estos vuelos y sacó ya conclusiones preliminares. Los desplazamientos no tuvieron autorización de la secretaría de la presidencia y se desconoce si fueron para misiones oficiales. El costo asciende a 13 millones 500 mil de dólares. Tame voló al exterior en 24 ocasiones y el avión de Petroamazonas salió del país 12 veces en comitivas oficiales, en casi todos los casos, los aviones se movieron sin las autorizaciones necesarias. Entre todos los vuelos reportados, 24 llegaron a países considerados paraísos fiscales. En 12 de ellos no hubo manifiesto o lista de pasajeros y en todos los casos no se registró los equipajes. Entre los casos que más llaman la atención están los vuelos que Rafael Correa realizó a Bolivia en julio del 2012 y octubre del 2013, otro a Venezuela en julio del 2013 y uno a Perú en octubre de ese mismo año, la presidencia desplazó a estos viajes el avión Legacy y también el de Petroecuador. El avión presidencial con capacidad para 14 pasajeros voló con 13 asientos libres, mientras que el avión de Petroeacuador, que puede transportar 62 pasajeros, contó con 50 asientos disponibles. Pero un caso más llamativo es el del viaje a Perú en noviembre del 2012. En esa ocasión se movilizó el avión Legacy, un avión de Tame y el de Petroamazonas. En total hubo 208 asientos vacíos. Fabricio Villamar fue quien pidió la investigación sobre el uso de las aeronaves presidenciales. Aseguró que se abusó de los aviones en los desplazamientos oficiales: ""Por qué no se presentaron los manifiestos de carga, por qué no se presentaron las necesidades de desplazamiento, por qué no se presentaron el número de viajeros y las razones por las que se desplazaron los aviones y tienen que presentarlos, si no lo hacen se van a generar responsabilidades administrativas, sino civiles o penales"". Pero el expresidente Correa se anticipó a las acusaciones, y a través de su cuenta de Twitter respondió: ""Ya viene la nueva canallada y cortina de humo: los aviones presidenciales. Contraloría está armando el muñeco de supuestos viajes a ""paraísos fiscales"", sin lista completa de pasajeros ni ""peso exacto"" del equipaje.realmente ya no saben qué inventar"", escribió. La Contraloría está por cerrar su investigación y en los próximos días leería el borrador con los resultados de su auditoría.",real
"Tres nombres para designar a ocho funcionarios transitorios. SESIÓN. Los integrantes del Cpccs-t tienen una sola terna de jueces encargados del Tribunal Contencioso Electoral. El Consejo de Participación Ciudadana de transición tiene una sola terna para nombrar a los jueces encargados del Tribunal Contencioso Electoral (TCE). Ni la Asamblea ni el Ejecutivo remitieron propuestas al vencerse ayer el plazo para hacerlo (17:00), ni hasta el cierre de esta edición. Con anticipación lo hizo la Función de Transparencia que mocionó a María de los Ángeles Bones, Víctor Ajila y Joaquín Viteri. Son tres nombres para designar, según el mandato, a tres magistrados principales y cinco suplentes, todos transitorios, hasta que culmine el concurso de igual número de autoridades permanentes. El Consejo sesionará hoy para designar a los jueces encargados del TCE. El consejero Luis Hernández manifestó que ante la ausencia de ternas, el mandato les da algunas alternativas, lo que será resuelto hoy. Agregó que lo principal es nombrar a los tres jueces titulares transitorios, sin los cinco suplentes. ""Nosotros, por ejemplo, no tenemos suplentes y hemos manejado el tema sin ningún problema. Inclusive considero que para la temporalidad el no designar suplentes podría ser acertado"", manifestó Hernández. Otro organismo que está sin suplentes es el Consejo Nacional Electoral. El asambleísta de SUMA, Héctor Muñoz, reiteró que la Legislatura no tiene competencia para enviar terna, ya que es una responsabilidad exclusiva del Consejo de Participación a través de un procedimiento que lo establece la misma norma y no incluye ternas. ",real
"En octubre pasado el país recordó los 20 años de la firma del acuerdo de paz suscrito entre los presidentes del Ecuador, Jamil Mahuad y el de Perú, Alberto Fujimori, hecho que puso punto final a la tensión limítrofe que durante buena parte del siglo XX mantuvo en vilo a ambas naciones. Aquellas tensiones, propiciadas por reclamos territoriales resueltos a medias, tuvieron varios picos de intensidad. Los más fuertes, vistos en retrospectiva, fueron los de los años 1998, 1995, 1981 y 1941. Y todavía se puede mirar mucho más atrás, pues fue en 1828 —año en el que Ecuador todavía no existía como nación— cuando el Perú, por primera vez en la historia, atacó nuestros territorios. Uno de los primeros escenarios trágicos y heroicos de esta larga saga fue Guayaquil, pues el Perú, lanzando sus barcos de guerra a través del río Guayas, llegó hasta el mismísimo malecón de la ciudad. La guerra de 1828 El ataque a Guayaquil se dio dentro del marco de la guerra que la Gran Colombia y el Perú sostuvieron en 1828 (Guayaquil pertenecía en aquel entonces a la Gran Colombia). Varias fueron las causas de aquel conflicto: reclamaciones fronterizas; deudas impagas entre ambas naciones (producidas por las recientes guerras de independencia) o el fin del régimen bolivariano en Bolivia a manos del Perú. La gota que derramó el vaso fue la expulsión recíproca de embajadores. En síntesis, el gobierno y élites peruanas odiaban a Bolívar y él, por su parte, correspondía aquel sentimiento. El odio se manifestó en movilizaciones militares. La escuadra peruana inició un bloqueo marítimo entre Tumbes y las costas de Panamá. La Gran Colombia intentó sostener la guerra en el mar, pero fracasó. Los peruanos hicieron base en la isla Puná, y entre agosto y octubre de 1828 desembarcaron sus soldados en las indefensas poblaciones ribereñas de la costa sur del Ecuador. Pero la presa mayor la constituía la ciudad portuaria de Guayaquil, la cual, según el plan anexionista, debía ser agregada de una vez por todas al Perú. Una cadena para detener a la escuadra peruana Al amanecer del día 22 de noviembre, la flota peruana constituida por la fragata ""Presidente"" de 52 cañones; la corbeta ""Libertad"", de 24 cañones; 5 lanchas cañoneras, dos pequeñas goletas y tres botes de asalto ingresaron al canal del río Guayas, rumbo a Guayaquil. Los peruanos encontraron la primera resistencia en el llamado ""Castillo de las Cruces"" (lugar al pie del río donde actualmente se encuentra la antigua Empresa Eléctrica, en las calles Eloy Alfaro entre Portete y Argentina). 16 artilleros y seis cañones en tierra cruzaron fuegos con las embarcaciones peruanas, pero tras varias horas de combate, fueron silenciados. En aquel punto, una larga cadena de metal atravesaba el río: un extremo estaba clavado en la orilla de la isla Santay y el otro estaba asegurado en la orilla de ""Las Cruces"". La fragata enemiga ""Presidente"" la embistió y esta cedió. La primera (y última) línea de defensa de Guayaquil había caído. 23 de noviembre: resistencia en el Malecón Al anochecer del 22, y luego del ataque al ""Castillo de las Cruces"", la escuadra peruana se desplegó a lo ancho del río en dirección a la ciudad. Al mismo tiempo, en las calles que desembocan al Malecón se hacían presentes algunas tropas defensoras y demás patriotas (los hermanos Urvina; Francisco Calderón, hermano del héroe niño, y el mismo José Villamil, entre otros), a la vez que varios cañones eran colocados en puntos estratégicos del malecón. Al día siguiente, los habitantes de Guayaquil vieron atemorizados cómo la flota peruana tomaba posiciones de ataque frente a la ciudad. El bombardeo a Guayaquil empezó a las 4 de la tarde del día 23. Metralla y balas de cañón volaban en todas direcciones. Las casas de los Carbos, Urvinas, Garaycoas y la de Villamil —en realidad todas las casas que daban al malecón— fueron ametralladas sin misericordia. El ataque duró hasta la noche. El fuego peruano fue contestado en el río por la goleta ""Guayaquileña"". Los soldados se colocaban en las galerías superiores de varias edificaciones al pie del malecón y desde ahí disparaban en dirección a las cercanas cubiertas de los barcos enemigos. Los cañones instalados en las bocacalles también sostuvieron la defensa, y una batería en Las Peñas apoyó a un grupo de soldados de la orilla que impidieron el desembarco de los atacantes peruanos. Sorprendentemente, solo cinco personas, entre civiles y soldados, murieron en Guayaquil durante el ataque. Los peruanos, en cambio, perdieron a 12 tripulantes en sus barcos. La bala número 88 La valiente defensa obligó a los atacantes a abandonar sus posiciones y regresar sobre el curso del río. Sin embargo, la nave que dirigía la flota —la fragata ""Presidente""— quedó varada durante la madrugada en uno de los bajos del Guayas. En la mañana del día 24 los defensores apostaron un cañón en el malecón (frente al actual Municipio) y abrieron fuego sobre la fragata inmovilizada. La fragata recibió 89 cañonazos. La penúltima bala, la número 88, impactó el pecho del vicealmirante Martín Guise, quien se encontraba en ese momento sobre la cubierta. Guise era el comandante de la fragata ""Presidente"" y jefe de toda la escuadra enemiga. Con la muerte de Guise, la flota peruana se retiró totalmente derrotada. Epílogo Pese a la exitosa defensa de la ciudad durante los días 22, 23 y 24 de noviembre, Guayaquil tuvo que capitular en enero de 1829, siendo prontamente ocupada por el enemigo. La guerra se decidió al mes siguiente en la Batalla del Portete de Tarqui (27 de febrero de 1829) cuando las fuerzas terrestres peruanas fueron derrotadas por el mariscal Antonio José de Sucre. Pero, pese a su derrota, los peruanos no desocuparon Guayaquil sino hasta varios meses después. Durante un largo tiempo, la agresión siguió latente en los cráteres sin reparar de las calles y en los destrozos en las casas. Incluso aquellos guayaquileños que apoyaban al Perú se mostraban avergonzados y ofendidos por el horroroso ataque. Un extranjero que en aquella época visitó la ciudad quedó sorprendido de que todas las casas quedaran en pie a pesar de los destrozos, hecho que atribuyó a los materiales y a las técnicas de construcción. ""Las balas —escribió aquel visitante— cuyos vestigios se ven en todas partes, abrían un simple agujero en las tapias, en vez de destruirlas en su mayor parte si hubiesen sido de piedra"". Cifras: Según un conteo peruano, durante los días 22, 23 y 24 de noviembre de 1828, los atacantes lanzaron sobre Guayaquil. 3.231 balas de cañón.",real
"Nacionales Paro provincial cierra el paso en puente Rumichaca y se suspende clases en Tulcán La mañana de este 26 de noviembre, se reportó un paro provincial organizado por el Comité Cívico en el cantón Tulcán, provincia de Carchi. Los manifestantes exigen al Gobierno mayor atención a esta zona fronteriza. Por 26 noviembre, 2018 365 Dispositivos policiales están en las principales vías de la ciudad, así como en el sector de El Barrial en el acceso al puente internacional de Rumichaca. La Prefectura del Carchi y los asambleístas firmaron la medida de respaldo de la iniciativa de manifestarse en el puente internacional. Guillermo Herrera, prefecto del Carchi, puntualizó que el gobierno debe cumplir con ofrecimientos pendientes como la ampliación de la vía Bolívar – Rumichaca, además de devolución del IVA e inversión en los sectores productivos de la provincia, según el reporta el sitio online ElNorte.ec. Ayer, el director distrital de Educación Tulcán – Huaca, Jorge Terán, suspendió las clases para salvaguardar la integridad de los estudiantes. La medida en todos los niveles de las unidades educativas fiscales, fisco misionales y particulares en la capital de la provincia, con el fin de salvaguardar la integridad física de estudiantes, docentes y padres de familia.",real
"Disfrutando del sol en lo alto de un árbol, el expresidente de Venezuela, Hugo Chávez, reveló a un programa de televisión que si asistirá a la toma de protesta del nuevo presidente de México, López Obrador este primero de diciembre, señalando que era imposible no acudir ya que ""se siente muy orgulloso de AMLO porque ambos comparten los mismos ideales"". Hugo, que desde que murió adquirió la forma de un pajarito, señaló que le hubiera gustado irse volando de Venezuela a México, s in embargo aun no se siente listo para emprender un recorrido tan largo: ""Han pasado años desde que adquirí esta forma de pajarito pero aún no me adapto. No conozco bien todos los riesgos, hay compañeros que son arrastrados por el viento, o se paran en un cable y se electrocutan, en fin, son muchos los peligros a los que hay que enfrentarse por ser un animal tan frágil. Por eso mejor viajaré cómodamente en mi jaula en un avión que me llevará a México para reunirme con mi colega Andrés Manuel, el cual me llena de orgullo porque implementará las mismas acciones de gobierno que yo ordené en Venezuela y que mi sucesor Nicolás Maduro sigue ejecutando a la perfección"", relató. Chávez señala que aunque extraña ser un humano, con su nueva forma de ave puede sentirse más seguro y libre, y evitar que alguien intente hacerle daño: ""por supuesto tengo enemigos, y si bien extraño ser un humano como pajarito puedo pasar desapercibido más fácil o irme volando si alguien me quiere matar. Mañana en la toma de protesta de Andrés Manuel verán un pajarito muy bonito volando junto a él, sepan que soy yo , que incluso me sentaré en su hombre para aconsejarle que decir, y por supuesto las primeras medidas que debe tomar como presidente, que es prohibir que se venda papel de baño en los supermercados y tiendas, para que el pueblo vaya sabiendo quien es el que tiene el poder absoluto"", comentó Chávez mientras disfrutaba su ración de alpiste.",fake
"luego de que integrantes de la caravana de migrantes hondureños revelaran que acaban de mandarle una carta al presidente de Estados Unidos, Donald Trump, exigiéndoles $50 mil dólares (cerca de $1 millón de pesos) para cada uno en caso de que no los deje entrar a su país, y al día de hoy todavía no obtuvieran respuesta, el mandatario de México, López Obrador, reveló a los medios que él e stá dispuesto a darle a los aproximadamente 3 mil migrantes la cantidad de $60 mil pesos a cada un o para que puedan regresar a su país, además de comprometerse a proporcionarles camiones que los lleven a la frontera de Guatemala, para que su traslado sea más rápido. AMLO mencionó que esta decisión no afectará a la economía de México ya que los $180 millones de pesos que invertirá para otorgarle $60 mil pesos a cada migrante, más otros $30 millones que pondrá para rentar los camiones, no significarán un gasto fuerte del erario ya que incluso ese dinero lo tomará de la venta del avión presidencial, especificando que es una decisión que a todos nos conviene ya que Trump amenaza con tomar represalias contra México si no ponemos fin al conflicto de la caravana: ""En lo personal yo no hubiera permitido que estas personas entraran al país como Juan por su casa, pero recordemos que en ese momento Peña Nieto era presidente y estoy seguro que solo los dejo ingresar de adrede porque ya iba de salida, y yo tendría que hacerme cargo de todo el alboroto. Peor bueno, tampoco podemos dejarlos desamparados, si ellos le exigen a Trump $50 mil dólares para regresarse a su país entiendo, nosotros no podemos darles esa cantidad porque ya ven que el dólar esta rete caro, lo que podemos es otorgarles lo mismo o un poco más pero en pesos. es una cantidad justa ya para que se vayan, y no vayan a causar un conflicto diplomático entre México y Estados unidos"", relató. Andrés Manuel señaló que ""no se deja intimidar por Donald"" pero prefiere llevar las cosas en paz: ""Ya hablé con Trump y él me dijo que pusiera orden con los migrantes, no lo tome como amenaza porque estas personas entraron libremente a México por orden de Peña, ahora me toca a mi arreglar el asunto y soy más de la idea de Trump, creo que deben estar en su país luchando por sus sueños y no en naciones ajenas. Humildemente les ofrezco los $60 mil pesos a cada migrante, más los camiones con todo y tele y aire acondicionado , y hasta lunch para que en el camino no pasen hambre. Tal vez es poco para ellos, pero es justo para acabar con el problema de raíz"", comentó. Obrador mencionó que la millonaria cantidad que invertirá ""era lo que un político corrupto del PRIAN se robaba en un día"", por lo que si los mexicanos ya soportamos que se desviaran recursos para la cuenta personal de un integrante de la mafia del poder, podemos soportar que se destine esa cantidad para obtener paz y tranquilidad, y el conflicto de la caravana se calme de inmediato: ""aun así luego luego en enero comenzará la construcción de un muro fronterizo con Guatemala, para evitar otro problema de indocumentados como este"", puntualizó AMLO.",fake
"El aporte sonoro del guasá Instrumentos musicales de hueso, arcilla o piedra pulida pertenecientes a diez culturas que habitaron en territorio ecuatoriano están presentes en el libro Artefactos sonoros, Catálogo de la reserva arqueológica Pumapungo, que fue lanzado el jueves pasado. Carlos Hernández, investigador de este proyecto, señaló que el objetivo es abordar las formas de concebir la música prehispánica, desde el contexto contemporáneo utilizando estos bienes patrimoniales, indicó el portal eltiempo.com.ec. ""Este catálogo abre la posibilidad de conocer la historia, la arqueología, la musicología de los antepasados"", dijo Hernández, sobre la publicación que incluye 99 instrumentos, entre ellos flautas, kenas y botellas silbato. Hernández aspira a que esta primera fase de investigación, que culmina con la presentación de esta obra, permita extender futuras investigaciones en distintas ramas del conocimiento. César Peralta, coordinador del proyecto, indicó que con esta iniciativa se busca sacar del anonimato esas piezas que tienen unos 4.000 años de antigüedad y permanecen en el olvido. En el libro se describen los artefactos sonoros de diez culturas como la Narrío, Chorrera, Tolita, Bahía, Guangala, Jama Coaque, Cashaloma, Tacalshapa, Inca y cierra con la época colonial. ",real
"La Guardia Civil ha hallado una manta con restos de sangre en el punto kilométrico 167 de la N-435, cerca de Las Mimbreras, el paraje donde apareció el cuerpo de Laura Luelmo el pasado lunes, según fuentes de la investigación. En el cementerio de El Campillo (Huelva) han hallado también una bolsa de plástico con las llaves del coche y del domicilio de la maestra, además de un monedero y enseres de higiene. Ayer, la Guardia Civil halló ""muchos restos de sangre"" de la víctima en la casa de su asesino, Bernardo Montoya. La mujer fue agredida sexualmente antes de morir, según ha revelado la autopsia, de la que también se deduce que murió dos o tres días después de su desaparición a causa de un fuerte golpe en la frente. Montoya, el asesino confeso de la maestra de 26 años natural de Zamora, fue detenido este miércoles y trasladado al lugar del crimen, en El Campillo (Huelva), para la reconstrucción de los hechos. Numerosos vecinos se acercaron a la zona precintada por la Guardia Civil y se saltaron el cordón al tiempo que increpaban a Montoya. Montoya sospechaba que los agentes seguían sus movimientos, según fuentes de la investigación, y antes de ser arrestado intentó huir a pie campo a través. Apenas llevaba dos meses fuera de la cárcel tras haber cumplido dos años por robos con fuerza, y contaba con otros antecedentes penales por el asesinato de una mujer, por el que cumplió 17 años de prisión. El padre del detenido quiso trasladar su pésame a la familia de la joven, a la que ha pedido perdón: ""Si mi hijo lo ha hecho, que lo pague"".",real
